text	Class
I happy for my life and the life of my parents for taking good care of me. Because of this I cannot fail them. I need to do my best to make them proud	Positive
I feel dissatisfied about my mothers attititude towards paying my fees. She complains all the time when I asked money for school fees	Negative
Life have not been easy for me the past years. I am not able to learn due to the fact that I get depreesed all the time	Negative
Now I can learn and do better than previously. Since the school is a mission school their it has helped me a lot and improve my academic work.  when God is with you anything that you do works well for you. 	Positive
Teachers are very strict. At times I feel like not going to school. I decided not to talk to anyone until sometime but other students were willing to talk to me. I had no choice than to listen to them	Nagative
I became very sad when all my friends were going to school and I was not.  I got myself a job in other to raise money for the next academic year. Because I wanted to go to school I did not use the money for anything else. I wanted to raise the money for my admission fee.  	Negative
I was always sad because all my mates were in the form two whiles I was in the form one. But I was motivated by my teachers which helped me to learn hard and it have improve my academic work. 	Negative
I was discouraged and I was not given the mandate to take some decision and the effort made me somebody.	Negative
 I was not having the chance to be given money because my parents were farmers so I used to return home during break periods to go and have my meal. First I used to be discouraged about this but I found out that even some students are neither given money or having the chance to get food early in the morning except after their parents have returned from farm	Negative
I can express my feeling that it was my saddest day in school when I was caught masturbating 	Negative
"I dislike being scold, it demotivates me to learn but my sister does it everytime"	Negative
Sometimes I donŐt know what to do because a teacher keep following me to have sex with me 	Negative
I am a quick tempered person which I cannot withstand an insults	Negative
I am always surprise of my best friend who does not study but tops the class all the time	Positive
How I wish I could be like my firend whose father comes to the school every time.	Positive
I became very happy when I saw that I have returned my old good performance. And I know that it will continue till I complete schooling.	joy
In the future I want to build my own house and not to disappoint my parents 	Positive
I am a shy person and I always pray that I donŐt call upon to give any talk else I will hurt myself badly	Negative
We are made to sleep at the time which is not suitable for me in school. My concern is that the school should allow us to choose our own sleeping time. It disgust me a lot.	Negative
There was this day that my uncle threatens to kill my mother because she refuse to help him in his business. It got me angry. I could not do anything because I am younger than him	Negative
"Apart from the fact that I fall sick often, my life is smooth and I pray for God's guidaance"	Positive
"I felt very angry when I heard that we all had low marks in economics, this made me to think that no matther how you learn you cannot pass well."	Negative
I heard that our maths teacher had sex with a student. This made me to think that teachers cannot secure our brighter future 	Negative
there is something that worries me to study. My father donŐt care much about me. He has never visted me here in school. I get frustrated to think that he can do this to me	Negative
"There was a time that snake entered into the class, since then I am always afraid anytime I go to prep to study"	Negative
"Because of the news I here about students been lure my teacher, I am afraid to visit any teacher in his house"	Negative
sometimes it baffles me why I am not able to learn during prep time. This is seriously affecting my academic work and I need help	Negative
I hate to meet the school counsellor because he talks a lot with other students. I am afraid he might discuss my issues out	Negative
how am I going to cope in life after the death of my father. I fear of being drop out of school is my concern now.	Positive
"my relation with peers is ok, I feel my happy to be in this school"	Positive
Teachers treat us good and I hope that I am able to tranlate that into good results in the future 	Positive
There is is animal in the forest behind the school that makes noise evry day. It disturbs me a lot and I am not able to learn well. I wish to leave the school for city school	Negative
"I am not happy in this school, may be I need help"	Negative
I get attracted to opposite sex always. My friends told me that someone is doing my juju. I want to be free and I feel shy to tell people. I say it here because I donŐt have to write my name	Negative
At times I feel pity for my parent because they are trying anything possible to pay me fees.	Negative
Sometimes I feel I am not welcome among my friends. This is because I am the only one who is weak in academic	Negative
The dead of my father is given me a serious challenge in life. I cannot pay my fees and even with this my academic work keep falling 	Nagative
I am the happiest person on earth. I donŐt have any problem with any one. I than God for that	Positive
There was a time where I managed to skip school and this resulted a serious punishment from one of the teachers that I will never forget.	Negative
I am always excited anytime my parents come to visit me in school 	Positive
"One day my grandfather surprises me with a gift, which I think motivated my studies. I performed well in that term "	Positive
My health condition keep going down and I donŐt know what to do snce my parents cannot afford the hostpital bills	Negative
Sometimes I feel like killing myself because my sickness keeps taken me back academically 	Negative
I was once a weed smoker. This was a bad behaviuor for me but God being so good I got out from the bad attitude and this is the happiest moment of my life.	Positive
My relationship with my parents is not good. I fell rejected by my parents out of the remaining siblings I have. 	Negative
My parents donŐt even visit me at school but they do with my other brothers. I feel jelous towards that.	Negative
I am currently rejected by my room mates. They always talk behind my back and behaves to me as if I am a bad person.	Negative
In all my dealings in school I have never insulted any teacher and for this reason most of the teacher like me .	Positive
I am the shy type hence I find it difficult to approach the teachers in my school. Is there any better way to help me out from this kind of a problem.	Negative
ĘI have lot of things helping me to go through life. Only that I have bad habit like stealing but my mother beat me over it. Please help me	Negative
I am a shy type so I am not able to contact friends even if i need help for my academic work. Is it possible you could assist me to overcome my shyness. I have been yearning to master courage in that so that i can learn a lot from others.Ę	Negative
"I write to inform you that I need help. I have been having challenges with my academic work and this is because of my addiction to smoking. I smoke weed everyday and I know the school would sack me if they find out. That is why I am contacting you from here, because i need help."	Negative
"I was very happy when I receive my results this first term. even thought, I did not stop the class but I am willing to top the class during the second term examination and I hope to do that. "	Positive
"I am an orphan, My foster parents treats me badly. They do not allow me to study anytime I returm from school"	Negative
"I am an orphan, my foster parents treats me badly. They do not allow me to study anytime I return from school"	Negative
In the future I want to build my own house and not to disappoint my parents because they pay my fees 	Negative
I am a shy person and I always pray that I donŐt call upon to give any talk else I will hurt myself badly	Negative
We are made to sleep at the time which is not suitable for me in school. My concern is that the school should allow us to choose our own sleeping time. It disgust me a lot.	Negative
There was this day that my uncle threatens to kill my mother because she refuse to help him in his business. It got me angry. I could not do anything because I am younger than him	Negative
"Apart from the fact that I fall sick often, my life is smooth and I pray for God's guidance"	Negative
"I felt very angry when I heard that we all had low marks in economics, this made me to think that no matther how you learn you cannot pass well."	Negative
I heard that our math teacher had sex with a student. This made me to think that teachers cannot secure our brighter future and that hey are disgusted 	Negative
There is something that worries me to study. My father donŐt care much about me. He has never visted me here in school. I get frustrated to think that he can do this to me	Negative
"There was a time that snake entered into the class, since then I am always afraid anytime I go to prep to study"	Negative
"Because of the news I hear about students been lure my teacher, I am afraid to visit any teacher in his house"	Negative
Sometimes it baffles me why I am not able to learn during prep time. This is seriously affecting my academic work and I need help	Negative
I hate to meet the school counsellor because he talks a lot with other students. I am afraid he might discuss my issues out	Negative
how am I going to cope in life after the death of my father. I fear of being drop out of school is my concern now.	Negative
I am a shy type so I am not able to contact friends even if i need help for my academic work. Is it possible you could assist me to overcome my shyness. I have been yearning to master courage in that so that i can learn a lot from others.Ę	Positive 
Life may be hard for me but with GOD on my side I will triumph. There was a tie that I could not walk nor eat because of a sickness I contracted from my boy friend. I felt so helpless that I could not explain why. I feared for my life by then. I prayed and received my healing.    	Positive 
My poor background dates back to the time my father passed on. This has really been a challenge for me ever since he died.	Negative
"I donŐt really have a problem. I am a happy parson. My parents takes good care of me, so I donŐt have much to complain about."	Positive 
"I really appreciate how the teachers are teaching. They teach to my understanding as a student because as compare to my former school, there were more teachers but they do not teach to my understanding. Immediately I entered into Wesley SHS, I started experiencing so many things about discipline. I learnt and seen that many student do not respect other student because they think they are in the same school or the same class with them so there is no need for them to give the maximum respect. "	Negative
"In fact, I really felt so emotional when I firstly, came to SHS 2 when we were about to start a lesson which is core mathematics. I felt so bad as the teacher started teaching immediately he saw me then I became afraid so I do not perform well when it comes to threat subject. "	Negative
"I have lived a double life. When I was in the teenage, I was sociable to the extent that, I could stay with friends for more than two weeks without coming to my house. As a result the mind became very dull.Now, I have tried my best to neglect such acts even though I love people and am sociable. Since I decided to limit how I associate myself with others, I have now improved in my academics."	Positive 
"When at SHS 2, my friends that I move with, when the 1st term examination result was posted, from 1st position to 10th position was where they were found, but last 10 position was where I also found myself as a matter of fact, my father insulted me and humbly lashed me, plus the lashes of my form tutor."	Positive 
I am a day student in my school then I have been always concentrating on my studies and how I learn my books and some books are so very simple to me. I have been always reading some story books and other books which encourage me to read and answer some of the comprehension.	Positive 
"Economics felt so emotion about the academic development. Now economics is the one of the subject I like most. From the first day I started learning Economics, I became very appreciable to the subject. The teacher who teaches us economics encourages to me to learn hard because I am of the good student who offer economics."	Positive 
I became so happy when I took advices from my teachers. I sat down and learn hard in any of the subject and this had made me develop much in my academic. 	Positive 
"The story of my life has influences my academic work. When I came to Wesley SHS, at the first year, my academic performance was not engage me to continue my education. Now the hardwork and the advice of the teachers in the school, I am now prefect or my academic work have improved. Since there I became glad and sit up and study well. Wesley SHS teachers became the best teachers I have seen in my life. "	Positive 
I am boy18 years. Many factors in the school has improve my academic work such of these are the discipline we have this school and the commitment of the teachers in teaching us. I was once punished for not obeying the school rules and regulation which has now deter me to obey all the rules and regulation. I am very happy to be in the school.	Positive 
"The teachers teach as well as they can do. I like the teacher because they motivate us and also make sure I learn. The teachers respect the student also respects them. I stay with my parent. They also advise me to also learn. My academic work gives me the opportunity to do what I want. Am a day student but I try as much as possible to do things which will make the teachers comfortable. To my academic work, I can say I do better in all my academic work."	Positive 
"When I was in class six, my maths teacher conducted a test, a very cheap one. Since it was cheap, he took some strategy to make us score less which was if you solve it well without the units (cm, cm2) he marks you down, so when he brought our result, I had 1 of 10. It was as if I was mourning. I cried and cried until the next morning and even discourage me for the rest of the term."	Negative
It was unfortunate for me one day that I felt so bad about my academic development when I flopped in my terminal examination due to some illness. It was so perturb that my results for the term indeed tarnished my record which I do not want none to reoccur.	Negative
"I was born into a family of 10. I being the third born faces a lot of challenges in my life. When I was about twelve years, I went to Kumasi to stay with my Auntie. I have stayed with my mother for about eleven years and this time I was going to stay with my auntie. It was indeed a big challenge. I promised myself that I will not give up whether good or bad. My journey has now started. I boarded a bus and I landed safely in Kumasi."	Negative
"I was enrolled into a noble institution. I started from (JHS1). the problem I faced was that my auntie was having three kids. I have to bath, dress, feed them and also send them to school before I will also go to school. Our lessons start at 7.30 am and ends at 4.00 pm but I was always late in school. I will be in school at 8.30 am that was past the normal time we study. By the time I will get to school they would have even started lessons already. I will be given strict warnings by my auntie that when I come home late I will not like what will do to me. I kept quite and pass through all the difficulties myself. I could have done better at JHS but lost interest in education at some point."	Negative
I hate people who are thieves and those who live unacceptable life in society. I show or give respect to everyone I meet in my life. I worship the Almighty God truthfully and faithfully.	Negative
"I am a student of Wesley SHS and am in SHS 2. I am a Christian. Ever since I started schooling, there has been some more difficulties that I have come my way which mostly affects my academic work negatively. Most at times, I find it difficult to pay my school fees due to my family background. I at times stay home when am suppose to be in school and this affects my academic work. I am someone who love people irrespective of their tribe, family background, age, sex, etc. There is a good relationship between all those I live with in society. "	Positive 
"I feel so happy about my academic development whenever school reopens and my parents are able to pay or give me all the thins that I must get before coming to school to learn. Also. I feel depresses when they find it difficult to provide me all the essential things. Again, I feel happy when I improve upon my academic work but when the performance becomes bad, I feel very depress.  "	Positive 
"I feel so happy about my academic development whenever school reopens and my parents are able to pay or give me all the thins that I must get before coming to school to learn. Also. I feel depresses when they find it difficult to provide me all the essential things. Again, I feel happy when I improve upon my academic work but when the performance becomes bad, I feel very depress.  "	Negative
"I was born into a family of 10. I being the third born faces a lot of challenges in my life. When I was about twelve years, I went to Kumasi to stay with my Auntie. I have stayed with my mother for about eleven years and this time I was going to stay with my auntie. It was indeed a big challenge. I promised myself that I will not give up whether good or bad. My journey has now started. I boarded a bus and I landed safely in Kumasi."	Negative
"I was sad about my academic performance but anytime a I see policewomen, I say to myself that I will learn hard to be like them. Since I said that I have been getting good marks in my English language.   "	Positive 
"I was two years old I started crche. In school I was once a clever child, but suddenly, my studies became very poor. A teacher always disciplines me whenever I do not perform well. This has improved my studies and I am a prefect in the school."	Negative
"I had problems with my academic work due to playing football, not usually playing with the people around me but playing usually wasting time playing games I was even been forces every time to go and learn. Due to the playing and wasting time unnecessary discussions learn techniques lacked within my conscience. But with all I have learnt my lesson.   "	Positive 
It s good this is coming out for us to write about our stories. Society develops out of conflicts. So it is about finding solutions. Between now and Friday I am making an effort to meet the teacher that i had a problem with.       	Positive 
I live a good life. My parents provides everything i need. I am also making frantically working to improve on my academic work. I get excited anytime my parents visits. I am also being truthful to my parents. Its all about joy in my life and frantic effort i put up.	Positive 
I was abndoned by my father when I was only six. This affected me negatively	Negative
"My real life story which influences my academic work is am the only child of my mother, so I am the person who must do all the house work. As a result of this I cannot get time to learn and also do not go to school early. This is unfortunate for my development."	Positive 
I find it difficult to accept money from my parents. This is because I feel I have not done anything for them yet. They toil a lot for me.	Negative
"It surprises me why our school has never had anyone who managed to get all ""A"" in Wassce. This is because we learn a lot."	Negative
I like to have sex anytime i see a male friend in a secrete place. This has affected me. I need help but i fear going to see My Anafo the school counsellor.	Negative
"I am from a village called Bompata in the Asante Akyem South. What influence my academic work is that every day I go to farm and search for firewood and come and sell before I get money to school. Most at times I do not eat only in the evening. When I was in JHS, a man supported me before I completed school. He took a loan from the bank and sent me to school. He told me he is doing all these to me so that I would become a somebody in future so that he would let me marry his son. Since he is taking care of me he has asked me to study general science which I not interested. "	Positive 
"When I was in JHS, my position in class was good. When the results were in I didnŐt perform well at all. My teachers felt also sad because they knew I was going to do well."	Positive 
"After school when I go home, I do some domestic work this is affecting my academic work negatively. This is because it occupies most of the time that I need to use to work."	Positive 
"I am a science student. I stay with my disabled grandmother at the village for some years for which sometimes I have to absent myself from school and take her to the hospital for check-ups. As a result of that I became very week in some difficult subjects like mathematics in JHS. I now stay with my mother in the city because my mother and father are no longer married. My father takes care of me but not to my expectation. ŇI came out as a bustardÓ and due to that I feel shy taking other peopleŐs parents and feel sad because my mother and father are not together. Paying my school fees sometimes becomes difficult for me now. Due to this situation, I work during vacations. Ever since I came to SHS my father has never visited me before but I struggle to learn and hustle for my life."	Negative
I felt so happy when I opened my result to see that I have gotten the first position and due to this I got a scholarship and this has developed my academic performance.	Positive
"What I felt so emotional about my academic development is really a positive ways because the way the teachers even teach us is very good and also advise us, motivate us which always edge me more morals and also even much enthusiasm in learning."	Positive
I felt so very bad when my results are bad. I also feel bad. This will influence me to learn hard. 	Negative
I want to become a nurse so that I will be able to help the government. And I am passionate about it. 	Positive
"I sometimes become academically poor when I ask of my brother sometimes about my fees, books and others and he tells me he has done me a great favour by sending me to school and so he cannot buy the books I needed for my education."	Negative
 Sometimes it motivates me that I can make it in life no matter how it. This sometimes has a great  influence in my life and contributed partially in my life.	Positive
"Being stressed for being in school again there was an instant where I felt emotional about my academic development negatively. It was an end of term exams where I wrote English Language badly which I knew will score very low. This was my worst exams since I started schooling, I felt vey bad."	Negative
Although we are happy but my father finds it difficult in paying my fees and sometimes have a negative effect on me since the University bills are too difficult to pay. My father sometimes cries in paying the fees anytime I ask him and this demotivate me of even being in the Senior Secondary School at last. Sometimes I can sit down and imagine how great it will be when my mother was alive but I did not have it that way	Negative
I felt so bad when I collected my examination report and realised that I failed.	Negative
When I went for my BECE I felt very happy because I performed very well.	Positive
I normally feel lazy to learn at times and I hate it	Negative
I felt so very emotional in my academic development. This is because my performance is so bad and I feel depreessed sometimes as if no want respect me	Negative
"I feel very happy and excited whenever examination is down and our papers are given to us and I see that I performed very well, gut if I don not id do not show it to anybody. Though I have improved in six of the eight subject and I tell myself its not bad. "	Positive 
"The reason why my academic performance is influenced positievely is that, I am from poor home and also the friend I walk with is good in academics so I encouraged myself that I can do better."	Positive
 I have two friends and they are all boys. Both have travelled. They are all good in academic work which has helped me to inpprove 	Positive
"I am living with my friend in a hones way, they like me because they have all the hopes on me and I will never disappoint them."	Positive
My parents want me to be a well known person in the future so they always give me whatever they have but they are really not rich but poor.	Positive
"I am very friendly with my teachers, they always motivate me in my academic work."	Positive
I felt so motivated when my step mother promised to take care of me and to treat me as her own child.	Positive
"From my previuos educational experience, I limited myself from been close to my mates and friends and I also made myself not to follow friends around."	Neutral
My grandmother always think that I am not putting much effort towards my academic work . Meanwhile I have been doing my best in my academic work.	Positive
My academic work has been improved to the level that I am good at business management. I was a bad student when I was in form 1. I used not to go to class and do not even study mot.	Positive
A thing that mtivate my academic work is how our teachers advice us when we do wrong things or when we pu up a bad behaviour in our academic work.	Positive
I became motivated towards my academic work when I was able to pass a subject that I was weak at.	Positive
I have a good relationship with my peers because we do everything together as brothers and sisters. We learn together and perform all group work together	Positive
"My relationship with teachers is more or less like my parents. They punish me when I do something bad and reward me when I do something good. They also advise me always, especially towards my academic work."	Positive
"I was motivated when some items, tools and the comfort for my academic work was provided. I was also encouraged when some students were dettermined to be sucessful in writing their final examination and I avoid to be engulfed with bad companies and stupid friendswho are ambitiuos."	Positive
I felt dismay as I was discouraged and not given the manadate to take some decision and force was imposed on me to make some acts	Negative
"This was when I first met my best friend, she is a girl in my class and also have some problems, but this girl is always happy and was able to overlook the problems she is having. The moment that she  shared her problems with me, it motivated me to be as she is and workhard towards my academic work."	Positive
The instance of my life where my academic work was influenced positively when I came and stayed with my parents. Although there was hardship but they encouraged me to study hard so that so that I can become a successful person in the future so as to cater for my younger siblings.	Positive
My academic work was influenced positively because of my hard work towards learning.	Positive
I became so motivated towards my adcamic work because I started to learn harder after I seriouslness put up my effort 	Positive
"I write to express the things that influence me to learn hard during my academic work in the school. It all started when I wrote my first exams paper and failed it. Afte that I was punished severly, so I dicided to learn hard afterwards"	Positive
There is a certain guy in our class anytime we take exams he gets excellent grades in all the subject so I became envious of him and I started to learn hard. From that on I became so strong in learning.	Positive
"When I performed excellently in my examination, I received a lot of encouragement and praises from teachers, family and friends. For this reason, I learnt that anytime you do well in exams you are encouraged to do more since people around me will be happy."	Positive
Not all friends you wish for will come to your way. Some friends are addicted to gossips and make unnecessary noise and other friends like to learn and advice you positively.	Neutral
My friends are not all that excellent but they always strive to make the best. We always learn together and at the end of it we make and an effort to see good remarks from teachers.	Positive
Since I entered into this school my performance has been nothing to write home about but I have seen a great change in my mathematics. I used to score below average but as I speak now I am excellent student in that particular subject.	Positive
I felt motivated when I scored 90% in my favourite subject where I was the only person to earn that marks.	Positive
"The was a day I met a friend who was poor in academic, that girl was not serious and she infected me with that, I became lazy and performed poorly at the junior high school. Now I have met a friend who is better so I feel motivated to learn."	Positive
My academic work has been influenced positively when I realised that I was good in academic and never had time for learning. I have seen a few people being successful in life through their hard work I academic. I also want to be successful through my academic work.	Positive
I get motivated in my academic work when I get rewarded by people anytime I perform well in exams. In that case I became happy when my name is mentioned. This motivated me to learn harder.	Positive
When I participated in a quiz and did so well by answering all the questions. Although we did not take the first position we placed second. I was happy and got motivated by people who do well in academic work and when you gat motivated you always want to do more 	Positive
"Since I entered into this institution my academic work has been improved, especially my mathematics was very poor but due to the teachings and friends I have improved. I am learning so hard to improve on other subjects as well."	Positive
"There was this day that I managed to bag 70% in mathematics and my mathematics teacher encouraged and motivated me to do more. Later, I became one of the best mathematics student."	Positive
I was able to learn because my father was healed but still a little bit sick. So I made up my mind to learn hard to pass my exams so that in the future I can work and take good care of my parents and my mother make sure to pay my school fees.	Positive
"At the second year, I took the first position and this is due to the hard work I put in. I was so happy because at my former school I performed poorly. This boils to the fact that I learned so hard my self. I also get motivated by people who performs well in academic work."	Positive
I feel elated and positively influenced by my mother who visits me every week. He buys everything I need for me. Because of this I learn hard and my academic work has improved	Positive
I feel happy all the time because my mother visits and make sure that I have a good life and education	Positive
"I do well in one subject, so because of that I feel motivated wanting to be in school everyday."	Positive
"There was this day that we had things difficult, especially there was no food to eat. My mother turned to me and said to me that I should by now notice that she is suffering so therefore I should learn harder to change their lives. This motivated me to put a lot of effort in my work."	Positive
I got motivated and influenced by a book that I read. The book was about a young boy who has the same problems like me but he didnŐt not give up and made his mind to make his family proud even if they are poor and struggled. An now he is the richest in Africa.	Positive
"My academic work has been influenced positively, especially from my parents. They have provided all that I need to do well in the exams. "	Positive
"In my first day in school, I had a good grade and I was later on called by one of our teachers who provided me with good advice on how I can keep my academic performance "	Positive
I performed badly in a mathematics subject and I know why. Because the mathematics teacher teachers the subject badly.	Negative
I had bad grades initially in my exams but got it improved in the subsequent years because I had to put in a lot of effort. Our teachers also motivates us a lot.	Positive
"Through the advices of my teachers I have improved in my academic work. Before, I was very poor in academic work. This is very important part of my academic story"	Positive
No matter what I do I find it difficult to undertand mathematics. The only subject that I do well in it in integrated science. My friends tries to help me to be good in the mathematics but I still fail it anytime I take the exams	Negative
I feel motivated when students are able to organise and comport themselves. Also students who pass exams successfully motivates me as well.	Positive
My parents has been so instrumental in my academic work. They teach me to me respectful and take my studies seriously. This has really impacted on my academic work. I feel happy about that.	Positive
My father explains and justify to me how I can make it in life if I take my academic work seriosly. I feel motivated about that. I have promised to myself to work harder on that.	Positive
"I take my studies seriously. The teachers in my school are hardworking, motivates , and teaches well. This forms part of my academic performance."	Positive
I have a good relationship with my friends. Anytime I donŐt understand anything in class they help me to understand.	Positive
I am a kind of a person who like to talk. And for that matter I hate learning with my colleagues. Because of that no one wants to learn with me.	Negative
I feel happy because I now perform well. I was a poor student before.	Positive 
Life in the boarding school is not confortable for me but I started to improve on my academic work when the school assistant headmaster realised what was happining. He called me to his office and advices me to take my books seriously.	Positive
I was motivated when the school introduced an award scheme. The scheme challenged me to work harder for it. I did and later on got the first position where I was given the award.	Positive
"For my first day in school, I have realised that most of the teachers donŐt attend to class and this is really affecting us badly in academic work."	Negative
"I donŐt trust anyone in my class to help me pass well, so I try to learn on my own, sometimes I take inspirations from books"	Positive
"I was once a worst student in economic class , and now  I have been able to improve on it. I give my gratitude to my friends who helped me to learn."	Positive
"Anytime I see teachers in the class, it motivates me to work harder to be like them"	Positive
I worker harder for my uncle to appreciate my effort. He advices me always to make them proud.	Positive
I scored 80% in mathematics and I became so happy. I believe that our teachers influenced greatly. They teach well and motivates us as well.	Positive
"I was so motivated to learn when I first get admission to the senior high school, there I realised that my future is bright."	Positive
My parents have tried their best to support even when my academic performancce is very poor. This is so because of my inability to work	Negative
I feel sad whenever I receive my report with poor performance.	Negative
"My parents are so good, they buy anything I need for me to excel in my academic work."	Positive
My parents has provided me with all that I need. I feel so happy about that. I donŐt have to struggle to learn though my academic work is not all that good	Positive
Teachers in my school teach well so I own  my improved academic work to the teachers	Positive
"Whenever I write exams, my parents rewards me, so I feel motivated to do well."	Positive
There has been instances where I get punished for poor grade in mathematics. Though believe that the teacher want us to learn harder but I hate it. I donŐt even have interest in the program any longer	Negative
"Our teachers are very good. They make you feel that you are part of them, I feel motivated about that"	Positive
"Due to the achievements of my brothers at the university, I feel motivated to replicate their achievement. They are those who motivates me "	Positive 
My parents and friends are the best people who have motivated me till this time of my studies. This because my parents never had a formal education they try their best to help me to have a better future through education.	Positive
"A time came where I wrote an exams and I did not pass well, so I promise myself to put a lot of effort in my studies. "	Positive
I have a good parent who supports me in everything I do. They support in buying all the materials I need to study. Because of this my academic work has improved.	Positive
my motive towards my academic work is is bad. Whenever I get my report I feel very bad about it since my performance is so bad.	Negative
"I am very friendly with my teachers, they always motivate me in my academic work."	Positive
I am very good academically but my parents finds it difficult to pay my fees and this is really affecting my academic work.	Positive
I feel bad when I asked things about my school work and my parents refuse to give it to me.	Negative
"There is a teacher who helps me in my academic work, he advises me to learn harder whenever he comes closer to me. He advises me to take my studies seriously so that I will succeed in the future."	Positive
My friend has influenced my performance in class and I thank her very much for everything. She is the resaon I am performing well in class. She is the best student in my class and she teaches me if I donŐt understand something.	Positive
I thank God so much for the wisdom and knowledge he has granted me to be able to study. I hope to be a better person for the future	Positive
I get motivated by one of our teachers. Whenever I see her in class feel elated since I want to be a teacher too.	Positive
My senior sister completed senior high school last year. She passed very well and I feel motivated because of her performance	Positive
"As I want to learn harder, my attitude is blocking me from doing so. I like women and I get confused anytime I see a girl. I may need some help"	Negative
I have all the books I need to pass my exams. Our teachers as well. And this is a good thing	Positive
"My sister works at the bank, she makes me feel the importance of education. I try to work haeder to be like her and that has been my goal. "	Positive
"My parent always tells me to form a learning group with briliant students, so that is what I have been doing always."	Positive
I listen to my teachers advise and this is a motivation for my performance 	Positive
When I was in the junior high school  my performance was so bad. But two of my mates were taken to abroad for further studies and because of that I increased my effort to learn harder.	Positive
My parents are the reason for my excellent performance 	Positive
"Most of our seniors passed very well, and this motivates most of us to work harder. "	Positive
"At the senior high school, have teachers who motivates me to learn harder but at the junior high school level teachers were rather insulting us for poor performance"	Positive
What worried me and has affected me was the program to offer at the senior high school. My parents are not educated and it became difficult for me to make a choice of program.	Negative
I was once called by one of our teachers who subjected me to a lot of advice. He motivated me a lot to learn very well 	Positive
"I have a good performance nowadays because my father has promised to take me to abroad after my university education, so I have always been working harder for that opportunity "	Positive
I still learn at any free time I get. I need to make my parents proud because they spend a lot of money in my education.	Positive
"When I got to the senior high school, I met someone who is always learning. I decided to be his friend and he motivated me a lot to learn too and now my results has improved "	Positive
The death of my father has brought my academic performance to a poor state	Nagative
"I have a girlfriend who is so good and I am very poor in academic work. My friends teases me on this, so becase of that I was motivated to worker harder to be like her."	Positive
The only thing that keeps me improving on my aademic work is my parents who supports me in everything I request	Positive
My elder brother has an excellent grade and this has motivated me to work harder. It is in this light that I feel excited about the my performance 	Positive
